YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Geo_Code,Claim,Building_Age
2016,0.99726776,0,1,0,1.0,1,3070.0,4,,6088,1,36.0
2012,1.0,0,1,0,1.0,1,4600.0,4,,6088,1,52.0
2013,0.0,0,1,0,1.0,1,4600.0,4,,6088,0,53.0
2016,0.99726776,1,1,0,1.0,1,1000.0,4,,6088,1,36.0
2013,0.175342466,0,1,0,1.0,1,3500.0,4,,6088,0,25.0
2012,1.0,1,0,1,0.0,0,2205.0,4,7.0,6088,1,22.0
2014,0.161643836,1,0,1,0.0,0,1000.0,4,3.0,6088,0,114.0
2013,1.0,1,0,1,0.0,0,2110.0,4,7.0,6088,0,9.0
2014,1.0,1,0,1,0.0,0,2110.0,4,7.0,6088,0,10.0
2015,1.0,1,0,1,0.0,0,2110.0,4,7.0,6088,1,11.0
2013,1.0,1,0,1,0.0,0,1630.0,4,5.0,6088,0,43.0
2013,1.0,1,0,1,0.0,0,1628.0,4,5.0,6088,1,59.0
2014,0.117808219,1,0,1,0.0,0,1350.0,4,6.0,6088,0,54.0
2014,1.0,0,0,1,0.0,0,332.0,4,4.0,6088,0,114.0
2016,1.0,0,0,1,0.0,0,332.0,4,4.0,6088,1,116.0
2016,1.0,1,0,1,0.0,0,1825.0,4,7.0,6088,0,80.0
2012,1.0,1,0,1,0.0,0,6600.0,4,1.0,6088,1,47.0
2012,1.0,0,0,1,0.0,0,8265.0,4,5.0,6088,1,54.0
2012,1.0,1,0,1,0.0,0,10600.0,4,8.0,6088,1,46.0
2014,1.0,0,0,1,0.0,0,3510.0,4,4.0,6088,1,41.0
2013,0.0,1,0,1,0.0,0,8000.0,4,7.0,6088,1,43.0
2014,1.0,1,0,1,0.0,0,3780.0,4,7.0,6088,1,61.0
2015,1.0,1,0,1,0.0,0,3780.0,4,7.0,6088,1,62.0
2016,1.0,1,0,1,0.0,0,3780.0,4,7.0,6088,1,63.0
2013,0.120547945,0,0,1,0.0,0,2471.0,4,5.0,6088,0,4.0
2012,1.0,1,0,1,0.0,0,1908.0,4,6.0,6088,0,92.0
2016,0.99726776,1,0,1,0.0,0,490.0,4,4.0,6088,1,116.0
2013,1.0,1,0,1,0.0,0,15000.0,4,7.0,6088,1,48.0
2015,0.915068493,1,0,1,0.0,0,15000.0,4,7.0,6088,1,50.0
2012,1.0,1,0,1,0.0,0,12470.0,4,6.0,6088,1,38.0
2013,1.0,0,0,1,0.0,0,395.0,4,3.0,6088,0,93.0
2016,0.99726776,0,0,1,0.0,0,395.0,4,3.0,6088,0,96.0
2013,0.495890411,1,0,1,0.0,0,12961.0,4,6.0,6088,0,7.0
2012,0.0,0,0,1,0.0,0,350.0,4,4.0,6088,0,112.0
2013,0.0,0,0,1,0.0,0,350.0,4,4.0,6088,0,113.0
2014,0.0,0,0,1,0.0,0,350.0,4,4.0,6088,0,114.0
2012,0.915300546,0,0,1,0.0,0,280.0,4,2.0,6088,1,72.0
2014,0.084931507,0,0,1,0.0,0,280.0,4,2.0,6088,0,74.0
2013,1.0,0,0,1,0.0,0,2600.0,4,4.0,6088,0,34.0
2014,1.0,0,0,0,1.0,1,630.0,4,,6088,0,54.0
2012,0.0,0,0,1,0.0,0,520.0,4,3.0,6088,0,62.0
2015,1.0,0,0,1,0.0,0,474.0,4,2.0,6088,0,115.0
2014,1.0,1,0,1,0.0,0,800.0,4,7.0,6088,1,114.0
2014,1.0,1,0,1,0.0,0,800.0,4,5.0,6088,0,19.0
2012,0.480874317,1,0,1,0.0,0,1315.0,4,6.0,6088,0,112.0
2013,0.780821918,1,0,1,0.0,0,3100.0,4,7.0,6088,1,59.0
2016,0.99726776,0,0,1,0.0,0,3112.0,4,7.0,6088,1,70.0
2016,0.99726776,0,1,0,1.0,1,750.0,4,,6088,0,56.0
2016,0.99726776,0,0,1,0.0,0,240.0,4,4.0,6088,0,62.0
2015,1.0,0,0,1,0.0,0,2374.0,4,4.0,6088,0,2.0
2015,0.747945205,0,0,1,0.0,0,200.0,4,2.0,6088,0,20.0
2013,1.0,0,1,0,1.0,1,1620.0,4,,6088,1,33.0
2016,0.99726776,0,0,1,0.0,0,7291.0,4,8.0,6088,1,116.0
2013,1.0,1,0,0,1.0,1,11547.0,4,,6088,1,33.0
2013,1.0,0,0,1,0.0,0,1500.0,4,6.0,6088,0,38.0
2012,1.0,1,0,0,1.0,1,1800.0,4,,6088,0,52.0
2014,1.0,1,0,0,1.0,1,1800.0,4,,6088,0,54.0
2012,1.0,1,0,0,1.0,1,5385.0,4,,6088,1,32.0
2015,0.0,1,0,0,1.0,1,3482.0,4,,6088,0,
2013,1.0,1,0,0,1.0,1,1572.0,4,,6088,0,33.0
2012,0.0,0,0,0,1.0,1,200.0,4,,6088,0,
2015,0.0,0,0,0,1.0,1,600.0,4,,6088,0,
2014,0.0,1,0,0,1.0,1,400.0,4,,6088,0,
2013,1.0,0,0,0,1.0,1,700.0,4,,6088,0,53.0
2013,1.0,1,0,0,1.0,1,1400.0,4,,6088,1,33.0
2015,1.0,1,0,0,1.0,1,1400.0,4,,6088,0,35.0
2013,1.0,0,0,1,0.0,0,5266.0,4,5.0,6088,0,43.0
2013,1.0,1,0,1,0.0,0,1874.0,4,5.0,6088,0,58.0
2013,0.0,1,0,0,1.0,1,4288.0,4,,6088,1,
2012,1.0,1,0,0,1.0,1,1125.0,4,,6088,0,32.0
2014,0.021917808,1,0,0,1.0,1,1125.0,4,,6088,0,34.0
2015,0.997260274,1,0,1,0.0,0,820.0,4,4.0,6088,0,95.0
2016,0.99726776,0,0,1,0.0,0,1248.0,4,5.0,6088,1,66.0
2012,0.0,1,0,0,1.0,1,685.0,4,,6088,1,
2015,0.0,1,0,0,1.0,1,685.0,4,,6088,0,
2015,1.0,1,0,1,0.0,0,3732.0,4,8.0,6088,1,85.0
2013,1.0,1,0,1,0.0,0,1425.0,4,6.0,6088,1,53.0
2016,1.0,1,0,1,0.0,0,1425.0,4,6.0,6088,0,56.0
2016,1.0,0,0,1,0.0,0,1000.0,4,6.0,6088,0,66.0
2013,0.0,0,1,0,1.0,1,700.0,4,,6088,0,
2015,1.0,0,0,1,0.0,0,952.0,4,6.0,6088,0,45.0
2015,1.0,0,0,1,0.0,0,400.0,4,4.0,6088,0,65.0
2016,0.99726776,0,0,1,0.0,0,400.0,4,4.0,6088,0,66.0
2013,1.0,0,1,0,1.0,1,400.0,4,,6088,0,33.0
2014,1.0,0,1,0,1.0,1,400.0,4,,6088,0,34.0
2012,1.0,1,1,0,1.0,1,4590.0,4,,6088,0,32.0
2014,1.0,0,0,1,0.0,0,1155.0,4,5.0,6088,1,32.0
2013,1.0,0,0,0,1.0,1,1070.0,4,,6088,0,53.0
2013,1.0,0,1,0,1.0,1,335.0,4,,6088,0,53.0
2014,0.915068493,0,1,0,1.0,1,335.0,4,,6088,0,54.0
2014,1.0,1,0,0,1.0,1,250.0,4,,6088,0,54.0
2012,1.0,1,0,0,1.0,1,438.0,4,,6088,0,32.0
2012,1.0,0,1,0,1.0,1,415.0,4,,6088,1,52.0
2013,1.0,0,1,0,1.0,1,415.0,4,,6088,0,53.0
2012,1.0,1,0,0,1.0,1,1117.0,4,,6088,0,32.0
2013,1.0,1,0,0,1.0,1,900.0,4,,6088,0,33.0
2014,1.0,1,0,0,1.0,1,900.0,4,,6088,1,34.0
2016,0.99726776,1,0,0,1.0,1,900.0,4,,6088,0,36.0
2012,1.0,1,0,0,1.0,1,800.0,4,,6088,0,32.0
2016,0.494535519,1,1,0,1.0,1,719.0,4,,6088,0,28.0
2013,1.0,0,1,0,1.0,1,300.0,4,,6088,0,53.0
2014,1.0,1,0,1,0.0,0,5927.0,4,6.0,6088,1,42.0
2016,0.243169399,1,1,0,1.0,1,195.0,4,,6088,0,56.0
2012,1.0,0,1,0,1.0,1,8570.0,4,,6088,1,52.0
2012,1.0,1,0,0,1.0,1,2300.0,4,,6088,0,24.0
2014,1.0,1,0,0,1.0,1,2300.0,4,,6088,0,26.0
2013,1.0,1,0,0,1.0,1,1700.0,4,,6088,1,33.0
2013,1.0,0,1,0,1.0,1,1026.0,4,,6088,0,25.0
2013,1.0,0,0,1,0.0,0,2138.0,4,4.0,6088,1,53.0
2012,1.0,0,0,0,1.0,1,1500.0,4,,6088,1,52.0
2014,1.0,0,0,0,1.0,1,420.0,4,,6088,0,54.0
2012,1.0,1,0,1,0.0,0,1334.0,4,7.0,6088,1,82.0
2012,1.0,1,0,1,0.0,0,1375.0,4,7.0,6088,0,61.0
2012,0.0,1,1,0,1.0,1,1.0,4,,6088,0,24.0
2012,1.0,0,0,1,0.0,0,1200.0,4,3.0,6088,0,42.0
2012,1.0,0,0,0,1.0,1,450.0,4,,6088,0,32.0
2016,0.99726776,0,0,0,1.0,1,450.0,4,,6088,1,36.0
2013,1.0,1,0,0,1.0,1,770.0,4,,6088,0,
2015,1.0,0,0,1,0.0,0,1680.0,4,6.0,6088,0,85.0
2013,1.0,0,0,1,0.0,0,476.0,4,4.0,6088,0,113.0
2016,1.0,0,0,1,0.0,0,476.0,4,4.0,6088,0,116.0
2012,1.0,0,1,0,1.0,1,808.0,4,,6088,1,32.0
2014,1.0,0,1,0,1.0,1,808.0,4,,6088,0,34.0
2012,0.24863388,1,1,0,1.0,1,1.0,4,,6089,0,24.0
2015,0.695890411,1,1,0,1.0,1,923.0,4,,6094,0,35.0
2014,1.0,0,0,1,0.0,0,4200.0,4,7.0,6104,1,39.0
2012,1.0,0,1,0,1.0,1,7460.0,4,,6104,1,32.0
2014,1.0,0,0,1,0.0,0,1206.0,4,4.0,6104,0,44.0
2015,1.0,0,0,1,0.0,0,700.0,4,3.0,6104,0,45.0
2014,1.0,0,0,1,0.0,0,450.0,4,4.0,6104,0,54.0
2015,1.0,0,0,1,0.0,0,450.0,4,4.0,6104,0,55.0
2012,1.0,0,0,1,0.0,0,2976.0,4,4.0,6104,0,82.0
2016,0.99726776,0,0,1,0.0,0,1200.0,4,5.0,6104,0,41.0
2015,1.0,0,0,1,0.0,0,1320.0,4,3.0,6104,0,45.0
2013,1.0,0,0,1,0.0,0,400.0,4,3.0,6104,0,93.0
2014,1.0,1,0,1,0.0,0,1011.0,4,3.0,6104,0,24.0
2014,1.0,1,0,1,0.0,0,2000.0,4,3.0,6104,0,24.0
2014,1.0,0,0,1,0.0,0,500.0,4,3.0,6104,0,114.0
2014,1.0,0,0,1,0.0,0,11000.0,4,6.0,6104,1,44.0
2015,1.0,0,0,1,0.0,0,11000.0,4,6.0,6104,1,45.0
2016,0.75136612,1,0,1,0.0,0,7838.0,4,4.0,6104,1,41.0
2014,1.0,0,0,1,0.0,0,5400.0,4,7.0,6104,1,44.0
2015,1.0,0,0,1,0.0,0,11380.0,4,7.0,6104,0,35.0
2013,1.0,0,0,0,1.0,1,2844.0,4,,6104,1,53.0
2015,1.0,0,0,0,1.0,1,320.0,4,,6104,0,35.0
2012,1.0,0,0,0,1.0,1,1862.0,4,,6104,0,32.0
2013,1.0,0,0,0,1.0,1,1862.0,4,,6104,1,33.0
2014,1.0,0,0,0,1.0,1,1862.0,4,,6104,1,34.0
2016,0.99726776,0,0,1,0.0,0,5434.0,4,6.0,6104,1,41.0
2015,1.0,0,0,1,0.0,0,2100.0,4,6.0,6104,0,55.0
2013,1.0,0,0,1,0.0,0,4055.0,4,7.0,6104,0,43.0
2015,1.0,0,0,0,1.0,1,537.0,4,,6104,1,27.0
2012,1.0,0,0,0,1.0,1,240.0,4,,6104,0,32.0
2014,1.0,1,0,0,1.0,1,1956.0,4,,6104,1,26.0
2012,1.0,0,0,0,1.0,1,3400.0,4,,6104,0,32.0
2014,1.0,0,0,1,0.0,0,3500.0,4,4.0,6104,0,26.0
2015,1.0,0,0,1,0.0,0,3500.0,4,4.0,6104,0,27.0
2015,1.0,0,0,0,1.0,1,990.0,4,,6104,0,35.0
2012,1.0,0,0,0,1.0,1,2750.0,4,,6104,1,32.0
2014,1.0,0,1,0,1.0,1,3287.0,4,,6104,1,26.0
2012,1.0,0,0,1,0.0,0,1173.0,4,5.0,6104,0,13.0
2014,1.0,0,0,1,0.0,0,900.0,4,3.0,6120,0,29.0
2015,1.0,0,0,1,0.0,0,900.0,4,3.0,6120,1,30.0
2016,1.0,0,1,0,1.0,1,4565.0,4,,6121,0,36.0
2013,0.495890411,0,1,0,1.0,1,5657.0,4,,6121,0,25.0
2013,0.832876712,0,0,1,0.0,0,950.0,4,6.0,6123,0,23.0
2015,1.0,0,0,1,0.0,0,4800.0,4,4.0,6123,0,9.0
2012,1.0,1,0,1,0.0,0,2860.0,4,6.0,6123,0,42.0
2016,1.0,1,0,0,1.0,1,4875.0,4,,6123,0,36.0
2012,1.0,0,0,0,1.0,1,6410.0,4,,6123,1,52.0
2012,1.0,0,0,1,0.0,0,7480.0,4,5.0,6123,1,34.0
2012,1.0,0,1,0,1.0,1,860.0,4,,6123,0,24.0
2012,1.0,0,1,0,1.0,1,443.0,4,,6128,0,52.0
2012,1.0,0,1,0,1.0,1,300.0,4,,6136,0,32.0
2014,0.747945205,0,1,0,1.0,1,300.0,4,,6136,0,34.0
2013,1.0,0,0,1,0.0,0,2000.0,4,3.0,6136,0,33.0
2016,0.99726776,0,1,0,1.0,1,1600.0,4,,6136,0,36.0
2013,0.947945205,0,1,0,1.0,1,4755.0,4,,6138,1,33.0
2016,0.912568306,0,0,1,0.0,0,1528.0,4,4.0,6138,0,16.0
2015,1.0,0,0,1,0.0,0,4327.0,4,4.0,6138,1,25.0
2016,0.99726776,0,0,1,0.0,0,4327.0,4,4.0,6138,0,26.0
2012,1.0,0,0,1,0.0,0,625.0,4,3.0,6138,0,44.0
2013,1.0,0,1,0,1.0,1,450.0,4,,6148,0,53.0
2015,1.0,1,0,1,0.0,0,1500.0,4,2.0,6149,0,14.0
2014,0.504109589,0,0,1,0.0,0,110.0,4,3.0,6150,0,114.0
2014,0.832876712,1,1,0,1.0,1,500.0,4,,6152,0,26.0
2013,1.0,0,0,1,0.0,0,1600.0,4,3.0,6153,0,53.0
2016,0.99726776,1,1,0,1.0,1,306.0,4,,6153,0,56.0
2012,1.0,0,0,1,0.0,0,230.0,2,4.0,6155,0,112.0
2014,1.0,0,0,1,0.0,0,4027.0,4,6.0,6155,1,39.0
2016,0.99726776,0,0,1,0.0,0,7700.0,4,5.0,6155,1,46.0
2015,1.0,0,0,1,0.0,0,3767.0,4,4.0,6157,0,47.0
2012,1.0,0,0,1,0.0,0,600.0,4,3.0,6157,1,42.0
2014,1.0,0,0,1,0.0,0,8641.0,4,6.0,6157,1,27.0
2013,1.0,0,0,1,0.0,0,600.0,4,2.0,6157,0,37.0
2016,1.0,0,0,1,0.0,0,1654.0,4,4.0,6157,0,26.0
2012,1.0,0,0,0,1.0,1,450.0,4,,6157,0,32.0
2013,0.82739726,1,1,0,1.0,1,600.0,4,,6159,0,33.0
2013,1.0,1,1,0,1.0,1,700.0,4,,6159,1,33.0
2014,0.520547945,1,1,0,1.0,1,400.0,4,,6159,0,54.0
2013,0.832876712,0,1,0,1.0,1,476.0,4,,6159,0,53.0
2012,1.0,0,0,1,0.0,0,2646.0,4,3.0,6159,1,42.0
2012,1.0,1,0,1,0.0,0,365.0,4,4.0,6159,0,142.0
2016,0.99726776,1,0,1,0.0,0,365.0,4,4.0,6159,0,146.0
2012,1.0,0,0,1,0.0,0,515.0,4,3.0,6159,0,112.0
2014,1.0,0,0,1,0.0,0,515.0,4,3.0,6159,0,114.0
2016,0.99726776,0,0,1,0.0,0,515.0,4,3.0,6159,0,116.0
2016,0.333333333,1,0,1,0.0,0,862.0,4,2.0,6159,0,56.0
2013,1.0,1,0,1,0.0,0,600.0,4,5.0,6159,1,93.0
2012,1.0,1,0,0,1.0,1,2186.0,4,,6159,1,32.0
2016,0.99726776,1,0,0,1.0,1,2186.0,4,,6159,0,36.0
2014,1.0,1,0,1,0.0,0,7186.0,4,6.0,6159,1,44.0
2012,1.0,1,0,1,0.0,0,4210.0,4,6.0,6159,0,55.0
2013,1.0,1,0,0,1.0,1,350.0,4,,6159,0,53.0
2012,1.0,0,1,0,1.0,1,1950.0,4,,6161,0,32.0
2016,1.0,0,1,0,1.0,1,1950.0,4,,6161,0,36.0
2013,1.0,1,0,1,0.0,0,700.0,4,3.0,6163,0,113.0
2013,1.0,0,1,0,1.0,1,7500.0,4,,6901,0,25.0
2014,0.24109589,1,1,0,1.0,1,1680.0,4,,6906,0,26.0
2013,1.0,0,0,0,1.0,1,6055.0,1,,7010,0,33.0
2015,1.0,0,0,0,1.0,1,3992.0,1,,7010,0,55.0
2013,1.0,0,0,0,1.0,1,4567.0,1,,7010,1,33.0
2012,1.0,0,0,1,0.0,0,7200.0,1,5.0,7010,0,42.0
2014,1.0,0,1,0,1.0,1,1751.0,1,,7019,0,26.0
2014,1.0,0,0,1,0.0,0,3965.0,1,5.0,7019,0,7.0
2014,1.0,0,0,1,0.0,0,320.0,1,3.0,7102,0,14.0
2012,1.0,0,0,1,0.0,0,300.0,1,3.0,7102,0,62.0
2016,0.99726776,0,0,0,1.0,1,120.0,1,,7102,0,56.0
2014,1.0,0,0,1,0.0,0,1725.0,1,4.0,7181,0,53.0
2013,1.0,0,0,1,0.0,0,2457.0,1,6.0,7186,0,32.0
2014,1.0,0,0,1,0.0,0,2457.0,1,6.0,7186,0,33.0
2012,1.0,0,0,0,1.0,1,1500.0,1,,7186,0,32.0
2012,1.0,0,1,0,1.0,1,2585.0,1,,7186,0,32.0
2013,1.0,0,0,0,1.0,1,1000.0,1,,7281,0,53.0
2016,0.99726776,0,0,0,1.0,1,1000.0,1,,7281,0,56.0
2013,1.0,0,1,0,1.0,1,706.0,1,,7324,0,33.0
2012,0.581967213,0,0,0,1.0,1,1390.0,1,,7324,0,32.0
2012,1.0,0,1,0,1.0,1,988.0,1,,7324,0,52.0
2014,1.0,0,1,0,1.0,1,988.0,1,,7324,0,54.0
2013,1.0,0,0,0,1.0,1,2306.0,1,,7349,0,53.0
2015,0.084931507,0,0,1,0.0,0,3225.0,1,3.0,8362,0,0.0
2012,1.0,0,0,1,0.0,0,1090.0,1,4.0,8409,0,52.0
2015,1.0,0,0,1,0.0,0,1090.0,1,4.0,8409,0,55.0
2016,0.99726776,0,0,1,0.0,0,500.0,1,4.0,8409,0,56.0
2012,1.0,1,0,1,0.0,0,6317.0,1,5.0,8409,1,399.0
2012,0.163934426,0,0,1,0.0,0,1300.0,2,3.0,9029,0,112.0
2013,1.0,0,0,1,0.0,0,3800.0,2,3.0,9122,1,53.0
2012,0.868852459,0,1,0,1.0,1,3773.0,2,,9261,0,24.0
2016,0.579234973,1,0,1,0.0,0,500.0,2,1.0,9301,0,66.0
2013,1.0,0,0,1,0.0,0,2160.0,1,3.0,10033,0,113.0
2016,1.0,0,0,1,0.0,0,3400.0,1,5.0,10081,0,55.0
2013,1.0,0,0,1,0.0,0,1650.0,1,6.0,10297,0,46.0
2016,1.0,0,0,1,0.0,0,350.0,1,2.0,10333,0,6.0
2013,1.0,0,0,1,0.0,0,1030.0,1,1.0,10333,0,52.0
2012,0.836065574,0,0,1,0.0,0,432.0,1,2.0,10333,0,41.0
2015,0.161643836,0,0,1,0.0,0,432.0,1,2.0,10333,0,44.0
2012,1.0,0,0,1,0.0,0,230.0,1,2.0,10343,0,162.0
2015,1.0,0,0,1,0.0,0,2500.0,1,4.0,10362,0,20.0
2013,1.0,0,0,1,0.0,0,1567.0,1,3.0,10362,0,63.0
2015,1.0,0,0,1,0.0,0,1567.0,1,3.0,10362,0,65.0
2016,1.0,0,0,1,0.0,0,1567.0,1,3.0,10362,0,66.0
2013,1.0,0,0,1,0.0,0,1700.0,1,4.0,10362,0,12.0
2012,0.836065574,0,0,1,0.0,0,1751.0,1,5.0,10362,1,50.0
2014,1.0,0,0,1,0.0,0,1751.0,1,5.0,10362,0,52.0
2016,0.663934426,0,0,1,0.0,0,260.0,1,3.0,10362,0,116.0
2012,1.0,0,1,0,1.0,1,405.0,1,,10387,0,
2014,1.0,0,0,1,0.0,0,550.0,1,3.0,10387,0,314.0
2015,1.0,0,1,0,1.0,1,400.0,1,,10387,0,
2013,1.0,0,0,1,0.0,0,906.0,1,3.0,10387,1,163.0
2016,1.0,0,0,1,0.0,0,400.0,1,3.0,10387,1,316.0
2013,1.0,0,0,1,0.0,0,400.0,1,5.0,10387,0,163.0
2014,1.0,0,0,1,0.0,0,400.0,1,5.0,10387,0,164.0
2013,1.0,0,0,1,0.0,0,430.0,1,3.0,10387,0,163.0
2015,1.0,0,0,1,0.0,0,480.0,1,4.0,10387,0,165.0
2016,1.0,0,0,1,0.0,0,480.0,1,4.0,10387,0,166.0
2013,1.0,0,0,1,0.0,0,240.0,1,3.0,10387,1,163.0
2014,1.0,0,0,1,0.0,0,240.0,1,3.0,10387,0,164.0
2016,0.99726776,0,0,1,0.0,0,240.0,1,3.0,10387,0,166.0
2013,1.0,0,0,1,0.0,0,1510.0,1,4.0,10387,0,2.0
2016,1.0,0,0,1,0.0,0,1510.0,1,4.0,10387,0,5.0
2016,1.0,0,0,1,0.0,0,450.0,1,3.0,10387,0,17.0
2016,1.0,0,0,1,0.0,0,502.0,1,4.0,10387,0,66.0
2014,1.0,0,0,1,0.0,0,1830.0,1,5.0,10387,1,50.0
2013,1.0,0,0,1,0.0,0,202.0,1,3.0,10387,0,113.0
2013,1.0,0,0,1,0.0,0,1350.0,1,8.0,10387,1,42.0
2016,1.0,0,0,1,0.0,0,1350.0,1,8.0,10387,0,45.0
2016,1.0,0,0,1,0.0,0,891.0,1,4.0,10387,0,32.0
2014,1.0,0,0,1,0.0,0,350.0,1,3.0,10387,0,74.0
2013,1.0,0,0,1,0.0,0,4862.0,1,7.0,10387,0,25.0
2014,1.0,0,0,1,0.0,0,2700.0,1,4.0,10387,1,56.0
2016,1.0,0,0,1,0.0,0,4400.0,1,7.0,10387,0,42.0
2014,1.0,0,0,1,0.0,0,6500.0,1,8.0,10387,1,42.0
2013,1.0,0,0,1,0.0,0,1500.0,1,8.0,10387,1,34.0
2012,0.836065574,0,0,1,0.0,0,1441.0,1,4.0,10387,0,51.0
2015,1.0,0,0,1,0.0,0,1395.0,1,4.0,10387,0,55.0
2016,0.99726776,0,0,0,1.0,1,800.0,1,,10387,0,56.0
2013,0.769863014,0,0,0,1.0,1,320.0,1,,10387,1,25.0
2012,1.0,0,0,0,1.0,1,150.0,1,,10387,0,24.0
2014,1.0,0,0,1,0.0,0,5781.0,2,2.0,11069,1,10.0
2012,1.0,0,1,0,1.0,1,5781.0,2,,11069,0,
2014,1.0,1,1,0,1.0,1,4465.0,2,,11076,1,26.0
2016,1.0,1,1,0,1.0,1,4465.0,2,,11076,1,28.0
2015,0.983561644,0,0,1,0.0,0,4300.0,2,2.0,11170,1,37.0
2013,1.0,0,0,0,1.0,1,2000.0,2,,11202,0,33.0
2014,1.0,0,0,0,1.0,1,2000.0,2,,11202,0,34.0
2013,1.0,0,0,1,0.0,0,520.0,2,3.0,11262,0,213.0
2014,1.0,0,0,1,0.0,0,520.0,2,3.0,11262,0,214.0
2012,1.0,0,0,1,0.0,0,400.0,2,2.0,11262,1,112.0
2012,1.0,0,0,0,1.0,1,600.0,2,,11262,0,24.0
2014,0.246575342,0,0,0,1.0,1,2000.0,2,,11262,1,34.0
2012,1.0,0,1,0,1.0,1,1800.0,2,,11262,0,24.0
2015,1.0,0,0,0,1.0,1,1050.0,2,,11262,0,35.0
2016,0.99726776,0,0,0,1.0,1,1050.0,2,,11262,0,36.0
2013,1.0,0,0,1,0.0,0,1500.0,2,4.0,11266,0,5.0
2014,1.0,0,0,1,0.0,0,750.0,2,3.0,11266,0,54.0
2016,0.994535519,0,0,1,0.0,0,750.0,2,3.0,11266,0,56.0
2015,1.0,0,0,1,0.0,0,750.0,2,1.0,11266,0,37.0
2016,0.745901639,0,0,1,0.0,0,750.0,2,1.0,11266,0,38.0
2014,1.0,1,1,0,1.0,1,3023.0,2,,11441,1,26.0
2015,0.98630137,1,1,0,1.0,1,2074.0,2,,11441,0,27.0
2013,0.495890411,0,1,0,1.0,1,450.0,2,,11910,0,25.0
2012,1.0,0,1,0,1.0,1,2277.0,1,,12084,0,32.0
2012,1.0,0,0,1,0.0,0,380.0,1,4.0,12096,0,112.0
2013,1.0,0,0,1,0.0,0,380.0,1,4.0,12096,0,113.0
2016,0.99726776,0,0,1,0.0,0,2064.0,1,6.0,12145,0,2.0
2012,1.0,0,0,1,0.0,0,400.0,1,1.0,12145,0,82.0
2013,1.0,0,0,1,0.0,0,400.0,1,1.0,12145,0,83.0
2013,0.791780822,0,0,0,1.0,1,265.0,1,,12145,0,53.0
2013,1.0,0,0,1,0.0,0,275.0,1,2.0,12145,0,73.0
2013,0.194520548,0,0,0,1.0,1,400.0,1,,12145,0,53.0
2013,1.0,1,0,0,1.0,1,800.0,1,,12174,0,25.0
2015,0.983561644,1,0,0,1.0,1,800.0,1,,12174,0,27.0
2016,0.99726776,1,0,1,0.0,0,1229.0,1,2.0,12176,0,15.0
2012,1.0,0,0,1,0.0,0,1435.0,1,3.0,12176,1,33.0
2012,1.0,1,0,0,1.0,1,189.0,1,,12176,0,52.0
2015,0.983561644,1,0,1,0.0,0,949.0,1,4.0,12202,1,13.0
2016,0.967213115,1,0,1,0.0,0,949.0,1,4.0,12202,0,14.0
2012,1.0,0,0,1,0.0,0,3817.0,1,8.0,12202,1,22.0
2013,0.416438356,0,0,0,1.0,1,770.0,1,,12202,0,33.0
2012,1.0,0,0,1,0.0,0,2016.0,1,7.0,12202,0,54.0
2012,1.0,1,1,0,1.0,1,1041.0,1,,12202,0,32.0
2014,0.915068493,1,1,0,1.0,1,1041.0,1,,12202,0,34.0
2013,1.0,0,0,0,1.0,1,1850.0,1,,12202,1,33.0
2013,0.747945205,0,0,0,1.0,1,432.0,1,,12202,0,33.0
2015,0.953424658,0,0,0,1.0,1,150.0,1,,12208,0,55.0
2016,1.0,0,0,0,1.0,1,350.0,1,,12208,0,56.0
2013,0.41369863,0,1,0,1.0,1,3500.0,1,,12300,0,25.0
2013,1.0,0,0,1,0.0,0,710.0,1,5.0,12300,0,63.0
2014,1.0,0,0,1,0.0,0,400.0,1,3.0,12300,0,94.0
2015,1.0,0,0,1,0.0,0,400.0,1,3.0,12300,0,95.0
2013,1.0,0,1,0,1.0,1,1800.0,1,,12300,0,33.0
2015,1.0,0,1,0,1.0,1,1800.0,1,,12300,0,35.0
2013,1.0,0,1,0,1.0,1,300.0,1,,13001,0,
2014,0.120547945,0,1,0,1.0,1,3930.0,1,,13001,0,54.0
2012,1.0,0,1,0,1.0,1,2350.0,2,,13001,0,52.0
2015,1.0,0,1,0,1.0,1,2350.0,2,,13001,1,55.0
2016,1.0,0,1,0,1.0,1,420.0,2,,13001,0,28.0
2012,1.0,0,1,0,1.0,1,250.0,2,,13001,1,52.0
2014,1.0,0,1,0,1.0,1,15.0,2,,13001,0,
2015,1.0,0,1,0,1.0,1,15.0,2,,13001,0,
2013,1.0,0,1,0,1.0,1,1700.0,1,,13001,1,33.0
2013,1.0,0,1,0,1.0,1,1230.0,2,,13001,0,33.0
2013,1.0,0,1,0,1.0,1,800.0,2,,13001,0,33.0
2012,1.0,0,1,0,1.0,1,930.0,2,,13001,0,32.0
2013,1.0,0,1,0,1.0,1,257.0,2,,13001,0,33.0
2014,1.0,0,1,0,1.0,1,257.0,2,,13001,0,34.0
2012,0.0,0,1,0,1.0,1,3693.0,2,,13001,0,32.0
2013,1.0,0,0,1,0.0,0,4814.0,1,6.0,13001,1,3.0
2015,0.857534247,0,0,1,0.0,0,4814.0,1,6.0,13001,1,5.0
2012,1.0,0,0,1,0.0,0,1350.0,1,4.0,13001,0,30.0
